VRM,OfferDate,Condition,Age,Mileage,PreviousOwners,ServiceHistory,Make,Model,TransmissionType,FuelType,Colour,BodyType,TradeValuation1,CompetitorB,CompetitorC
VE60JWK,2021-04-27,good,10.3,137200,2,full,BMW,5 Series,Automatic,Petrol,Black,Saloon,5251,3989,4230
YM63CWZ,2021-04-27,excellent,7.2,20000,1,full,Volkswagen,Polo,Automatic,Petrol,Red,Hatchback,5791,6240,5922
PS09PDS,2021-04-27,good,11.8,43700,1,partial,BMW,3 Series,Automatic,Petrol,Blue,Convertible,6038,6974,6063
LR10GWX,2021-04-27,poor,11.2,137000,2,partial,Mazda,Mazda6,Manual,Diesel,Silver,Hatchback,150,440,376
VN16EPY,2021-04-27,poor,4.9,63300,0,full,Toyota,Yaris,Automatic,Petrol Hybrid,Red,Hatchback,5900,5781,4629
HF13NBN,2021-04-27,good,8.1,91083,2,full,Audi,A4,Manual,Diesel,White,Saloon,6605,5052,5593
WN17LZJ,2021-04-27,excellent,4.1,29030,4,partial,Mercedes-Benz,A Class,Manual,Petrol,White,Hatchback,11608,11835,11703
FG62LPC,2021-04-27,good,8.5,30000,0,partial,Nissan,Micra,Manual,Petrol,Red,Hatchback,2503,2022,2209
DN14GLJ,2021-04-27,good,7.1,135000,1,partial,Vauxhall,Astra,Manual,Petrol,Grey,Hatchback,1252,1273,1457
DG09JUO,2021-04-27,poor,12.1,120000,4,none,Vauxhall,Insignia,Manual,Petrol,Silver,Hatchback,344,524,399
P8THH,2021-04-27,good,5.1,133000,2,full,BMW,7 Series,Automatic,Diesel,Black,Saloon,17262,11600,14523
MW59EFO,2021-04-27,average,11.3,125000,2,full,Ford,Kuga,Manual,Diesel,Grey,SUV,2410,1846,1950
SD60PVJ,2021-04-27,good,10.4,101000,3,full,Mercedes-Benz,M Class,Automatic,Diesel,Black,SUV,6096,5576,4841
VO63TTV,2021-04-27,good,7.6,96500,1,full,Land Rover,Discovery 4,Automatic,Diesel,Grey,SUV,14161,13648,12925
P80ARX,2021-04-27,average,6.2,80000,1,full,Volkswagen,Golf,Manual,Diesel,Grey,Hatchback,8832,8982,7802
RE10OGB,2021-04-27,average,11,93500,3,partial,Fiat,500,Manual,Petrol,White,Hatchback,1265,872,1151
OY11VLG,2021-04-27,good,10.1,79500,4,full,Jaguar,XJ,Automatic,Diesel,Silver,Saloon,9545,8511,7285
BJ59FYH,2021-04-27,poor,11.5,95000,3,partial,Volkswagen,Golf,Manual,Diesel,Black,Hatchback,2169,1675,1433
GF58VOM,2021-04-27,average,12.4,58000,2,none,Peugeot,308,Manual,Diesel,Grey,Hatchback,919,633,752
PO65ZLX,2021-04-27,good,5.6,60000,1,full,Ford,Focus,Manual,Petrol,White,Hatchback,5228,4488,4794
EA58OGV,2021-04-27,good,12.4,76000,2,full,Ford,Focus,Manual,Diesel,Blue,Hatchback,1220,867,1175
GK64FDG,2021-04-27,good,6.6,100000,2,partial,Mazda,Mazda6,Manual,Diesel,Black,Saloon,4306,3608,3901
BK56SVN,2021-04-27,poor,14.6,107700,4,none,Citroen,C3,Manual,Petrol,Red,Hatchback,150,50,117
AO66UHJ,2021-04-27,good,4.4,100000,2,partial,Volvo,V40,Manual,Petrol,Grey,Hatchback,5445,4880,4935
BRZ8188,2021-04-27,good,10.5,100500,1,partial,Nissan,Qashqai,Manual,Diesel,Beige,SUV,2476,2018,2326
GU12TRX,2021-04-27,good,9.1,71000,2,partial,Volvo,XC60,Automatic,Diesel,Black,SUV,8537,7514,7191
PK57FLR,2021-04-27,average,13.6,60000,3,full,Honda,Jazz,Automatic,Petrol,Silver,Hatchback,1695,1295,1504
KV66HHW,2021-04-27,average,4.6,73000,2,full,Peugeot,208,Manual,Diesel,Silver,Hatchback,3561,3013,3125
YK58WHU,2021-04-27,poor,12.6,70000,3,none,Renault,Megane,Manual,Petrol,Blue,Hatchback,928,452,399
FE10OVJ,2021-04-27,good,11.2,65000,3,full,Hyundai,i10,Manual,Petrol,Blue,Hatchback,916,925,1034
VE65HRC,2021-04-27,excellent,5.3,74000,1,full,Vauxhall,Astra,Manual,Diesel,Blue,Hatchback,4670,5115,4441
DE11KVT,2021-04-27,good,10.1,65000,1,full,Peugeot,5008,Manual,Diesel,Silver,MPV,2185,2224,2091
LV10YEK,2021-04-27,poor,10.9,111254,0,none,Peugeot,5008,Manual,Diesel,Grey,MPV,894,945,940
OY65OEV,2021-04-27,average,5.6,83000,2,full,Land Rover,Discovery Sport,Automatic,Diesel,White,SUV,14970,14934,13677
RF08PUO,2021-04-27,poor,12.8,115000,1,partial,Vauxhall,Astra,Manual,Petrol,Black,Hatchback,254,357,282
SA63VHB,2021-04-27,good,7.6,39300,1,partial,Volkswagen,Golf,Manual,Petrol,White,Hatchback,5333,5195,5358
VO11VCG,2021-04-27,poor,9.7,100152,3,partial,Citroen,C3,Manual,Diesel,Grey,Hatchback,873,624,705
RE08NNL,2021-04-27,average,13.1,80000,3,partial,Honda,Civic,Automatic,Petrol,Black,Hatchback,2045,1370,1715
Y800MOD,2021-04-27,good,10.5,76000,4,none,Nissan,Juke,Manual,Diesel,Red,SUV,2825,1951,2303
SL09LGE,2021-04-27,poor,12,90000,1,full,Fiat,Bravo,Manual,Petrol,Blue,Hatchback,150,345,352
WN13YSW,2021-04-27,good,8.1,53000,1,full,Fiat,500,Manual,Petrol,White,Hatchback,2448,2398,2256
EA61FTK,2021-04-27,poor,9.5,46000,1,full,BMW,3 Series,Automatic,Petrol,Grey,Estate,6668,5334,4982
BJ13KRF,2021-04-27,average,7.9,50000,0,partial,Fiat,500,Manual,Petrol,White,Hatchback,2511,2397,2303
KN64PJY,2021-04-27,average,6.5,62335,1,full,Mercedes-Benz,C Class,Automatic,Diesel,Black,Saloon,11238,10339,9682
GJ14XYM,2021-04-27,average,7.1,75000,3,full,SKODA,Octavia,Manual,Diesel,Black,Estate,4731,3528,3877
MD14YTK,2021-04-27,poor,6.7,113665,1,partial,Kia,Sportage,Manual,Diesel,White,SUV,3693,2822,3290
GJ60ZTR,2021-04-27,good,10.6,51000,1,full,Vauxhall,Astra,Manual,Petrol,White,Hatchback,1771,1538,2138
NM08ZRO,2021-04-27,good,12.7,98996,2,none,Volkswagen,Passat,Manual,Diesel,Silver,Saloon,757,916,1010
CA10SKK,2021-04-27,good,10.8,55000,3,partial,Vauxhall,Astra,Manual,Petrol,White,Hatchback,1644,1305,1856
X6CCO,2021-04-27,good,11.4,128000,2,full,BMW,X6,Automatic,Diesel,Blue,SUV,7540,7761,6251
AV11LTT,2021-04-27,good,10.1,97000,2,full,Citroen,DS3,Manual,Diesel,White,Hatchback,1540,1425,1715
KJ07WSV,2021-04-27,good,14.1,128000,3,partial,Vauxhall,Meriva,Manual,Petrol,Blue,MPV,150,173,188
MJ61VHA,2021-04-27,good,9.4,58000,4,partial,Mercedes-Benz,E Class,Automatic,Diesel,Silver,Convertible,7883,7818,6674
NL62OMV,2021-04-27,average,8.6,135400,3,full,BMW,3 Series,Automatic,Diesel,Blue,Saloon,6071,5362,5170
VO02TOM,2021-04-27,good,8.6,76000,1,full,Volkswagen,Golf,Manual,Diesel,Grey,Hatchback,4022,3692,3548
CA10FNX,2021-04-27,poor,10.8,99500,0,partial,Volvo,XC90,Manual,Diesel,Black,SUV,4267,3607,2961
AX65EOZ,2021-04-27,good,5.3,72000,2,partial,Citroen,C4 Cactus,Manual,Diesel,Blue,Hatchback,4068,3610,3830
S222JAE,2021-04-27,good,13.1,80000,3,partial,Vauxhall,Corsa,Manual,Petrol,Black,Hatchback,560,627,681
SD56XHC,2021-04-27,average,14.5,60000,2,partial,Renault,Clio,Manual,Petrol,Black,Hatchback,305,317,399
HY56WTE,2021-04-27,average,14.7,100000,2,partial,Nissan,Note,Manual,Petrol,Grey,Hatchback,158,423,376
YB10HDE,2021-04-27,excellent,10.8,170400,1,full,Toyota,Prius,Automatic,Petrol Hybrid,White,Hatchback,2404,3000,2679
NY10DTZ,2021-04-27,average,10.7,145000,1,partial,BMW,5 Series,Manual,Diesel,Black,Saloon,2558,2198,2326
GU14JVO,2021-04-27,good,7.1,77898,2,none,BMW,3 Series,Automatic,Diesel,Brown,Saloon,7155,7895,6815
NG13ZPP,2021-04-27,average,7.7,50000,2,partial,Fiat,Punto,Manual,Petrol,White,Hatchback,1572,1207,1551
KM15NKD,2021-04-27,excellent,6.1,110000,2,partial,BMW,3 Series,Manual,Diesel,Black,Saloon,5005,5385,5123
GV58OWK,2021-04-27,excellent,12.3,180000,2,full,Vauxhall,Insignia,Manual,Diesel,Grey,Hatchback,150,500,352
LR60GTY,2021-04-27,good,10.6,110000,2,none,Mercedes-Benz,CLC Class,Automatic,Diesel,Silver,Coupe,1988,2078,1903
VK09MVE,2021-04-27,poor,11.9,116000,4,none,Volkswagen,Tiguan,Manual,Diesel,Blue,SUV,2858,2200,1927
OV58VVP,2021-04-27,poor,12.3,105200,1,partial,Volvo,XC90,Manual,Diesel,Grey,SUV,3547,2753,2138
VA62EZH,2021-04-28,good,8.3,59872,1,full,Nissan,Juke,Manual,Diesel,Black,SUV,3629,3070,3360
SN11GYB,2021-04-28,average,9.8,134824,4,none,SEAT,Ibiza,Manual,Diesel,Red,Hatchback,972,534,775
FA52WAX,2021-04-28,good,8.4,104000,3,none,Vauxhall,Astra GTC,Manual,Diesel,Red,Coupe,2120,1799,1809
YX61WFP,2021-04-28,average,9.5,119000,1,partial,Volvo,V60,Manual,Diesel,Black,Estate,3141,2397,2608
SF16NRT,2021-04-28,good,4.8,27000,1,full,Peugeot,108,Manual,Petrol,Red,Hatchback,3717,3217,3337
OL11VYL,2021-04-28,average,10.2,74000,2,partial,Ford,Fiesta,Manual,Petrol,Red,Hatchback,1795,1439,1410
YM16YOL,2021-04-28,good,4.7,89113,2,full,Hyundai,Tucson,Manual,Diesel,Grey,SUV,6916,6190,6533
GL62RXG,2021-04-28,excellent,8.3,150000,2,none,Volkswagen,Passat,Manual,Diesel,Grey,Saloon,2091,2295,2044
OY60HTC,2021-04-28,poor,10.6,113750,4,none,Audi,A3,Automatic,Petrol,Blue,Hatchback,1974,1889,1574
RJ63EYR,2021-04-28,average,7.3,86100,1,full,Audi,A3,Manual,Diesel,Black,Hatchback,5083,4237,4700
CV59VWP,2021-04-28,average,11.6,69000,2,partial,Ford,Fiesta,Automatic,Petrol,Blue,Hatchback,2299,1766,2091
BX64UPB,2021-04-28,average,6.4,72000,1,full,BMW,3 Series Gran Turismo,Manual,Diesel,Black,Hatchback,7939,7803,6909
OY56DOH,2021-04-28,poor,14.6,100000,3,partial,SEAT,Altea,Manual,Diesel,Black,MPV,484,327,446
PK07WTR,2021-04-28,poor,14,83000,2,none,Vauxhall,Corsa,Manual,Petrol,Black,Hatchback,446,480,352
DG64HFE,2021-04-28,good,6.6,70900,1,partial,Volkswagen,Touareg,Automatic,Diesel,White,SUV,13479,15007,12643
LG63AVK,2021-04-28,good,7.4,27500,1,partial,Ford,Fiesta,Manual,Petrol,Silver,Hatchback,4168,3650,4253
AJ56UTE,2021-04-28,average,14.4,149000,2,partial,Ford,Fiesta,Manual,Petrol,Silver,Hatchback,150,247,164
CY10HXN,2021-04-28,poor,10.8,36500,2,partial,Peugeot,308,Manual,Diesel,Black,Hatchback,1687,913,869
LG62ZGC,2021-04-28,good,8.6,82150,2,full,Volkswagen,Jetta,Automatic,Diesel,White,Saloon,3534,3449,3666
FP61OKS,2021-04-28,good,9.2,76000,2,partial,Kia,Sportage,Automatic,Diesel,White,SUV,5901,5357,5593
BP66FYK,2021-04-28,good,4.4,53000,2,partial,Vauxhall,Corsa,Manual,Petrol,Grey,Hatchback,4005,3635,3854
PX63RNZ,2021-04-28,good,7.6,52000,2,full,Ford,Fiesta,Manual,Petrol,Red,Hatchback,5935,4785,5076
MM14SVF,2021-04-28,good,6.8,103467,0,full,Audi,A6 Avant,Manual,Diesel,Grey,Estate,8449,7684,8131
WP61CVK,2021-04-28,poor,9.3,55000,1,partial,Peugeot,308,Manual,Diesel,White,Hatchback,2140,1764,1551
AG09ZFV,2021-04-28,average,11.8,100000,4,partial,Saab,9-3,Manual,Diesel,Grey,Estate,1688,1139,1034
CV59UHO,2021-04-28,poor,11.6,91023,3,full,Toyota,iQ,Manual,Petrol,Silver,Hatchback,1153,816,869
FL64WXW,2021-04-28,good,6.6,90000,2,full,SEAT,Ibiza,Manual,Petrol,White,Hatchback,2428,2740,2702
YP11ODL,2021-04-28,average,9.9,75000,3,none,Hyundai,i30,Automatic,Diesel,Silver,Hatchback,2010,1684,1809
CE09XUA,2021-04-28,average,12.1,93000,1,full,Honda,Civic,Manual,Petrol,Black,Hatchback,1161,789,987
YY12FFC,2021-04-28,good,9,74000,3,none,Ford,C-Max,Manual,Petrol,White,MPV,2952,2267,2796
EY56YHN,2021-04-28,excellent,14.5,88084,2,partial,Toyota,Yaris,Automatic,Petrol,Silver,Hatchback,1198,1500,1457
FL08UAU,2021-04-28,average,13.2,105000,2,partial,Volkswagen,Touran,Manual,Diesel,Grey,MPV,1369,1339,1245
SM60SVJ,2021-04-28,good,10.3,104000,2,partial,Ford,Focus,Manual,Petrol,Grey,Hatchback,1010,848,1010
KY12DXC,2021-04-28,poor,9.2,60000,2,partial,Volkswagen,Touareg,Automatic,Diesel,Grey,SUV,10250,9777,7426
KW07XBU,2021-04-28,average,13.9,114000,3,partial,SEAT,Leon,Automatic,Petrol,Red,Hatchback,1069,1035,1339
OY11VLG,2021-04-28,excellent,10.1,79500,4,full,Jaguar,XJ,Automatic,Diesel,Silver,Saloon,9510,9500,7520
OU07YNH,2021-04-28,excellent,14.1,74000,4,full,Peugeot,107,Manual,Petrol,Silver,Hatchback,539,880,658
MF07ODK,2021-04-28,average,14.1,136000,2,full,Saab,9-3,Manual,Diesel,Silver,Convertible,719,648,399
AF56OUE,2021-04-28,good,14.6,85200,2,full,Renault,Clio,Manual,Petrol,Silver,Hatchback,195,369,423
FY63NNV,2021-04-28,good,7.6,107500,2,partial,Audi,A5,Automatic,Diesel,Black,Hatchback,6626,5270,6298
YE63COA,2021-04-28,excellent,7.4,74000,4,full,BMW,X3,Automatic,Diesel,Grey,SUV,11159,11280,9635
NU11OVJ,2021-04-28,good,10,42100,2,none,Renault,Megane,Manual,Petrol,Grey,Coupe,1944,1667,1833
VU63CYT,2021-04-28,good,7.6,82000,2,full,Volkswagen,Golf,Manual,Diesel,Black,Hatchback,4658,3926,4394
LG09LHP,2021-04-28,poor,12.2,98549,4,none,Vauxhall,Corsa,Manual,Petrol,Silver,Hatchback,517,395,352
NA59SVK,2021-04-28,average,11.5,136765,4,partial,SEAT,Leon,Manual,Diesel,Black,Hatchback,485,571,705
FP58XAB,2021-04-28,poor,12.2,43443,1,full,Ford,Focus,Automatic,Petrol,Black,Hatchback,2623,1960,1692
FE59WOR,2021-04-28,good,11.6,71500,3,full,Honda,Civic,Manual,Petrol,Black,Hatchback,4904,3352,4253
MA16CYO,2021-04-28,poor,5.1,26000,1,full,SEAT,Mii,Manual,Petrol,Black,Hatchback,3853,3296,2655
CK11ENC,2021-04-28,good,10.1,85000,4,partial,Audi,TT,Manual,Diesel,Red,Coupe,5705,5138,5405
FV61KDK,2021-04-28,poor,9.5,75500,1,partial,Ford,S-Max,Automatic,Diesel,Grey,MPV,4197,3095,2679
HG60EDJ,2021-04-28,good,10.5,68000,2,full,Land Rover,Freelander 2,Automatic,Diesel,Blue,SUV,9354,8772,7990
A1REH,2021-04-28,good,6.5,34500,0,full,SKODA,Rapid,Manual,Petrol,Silver,Hatchback,3679,3783,3384
MJ11EHY,2021-04-28,average,10,54400,4,partial,Nissan,Juke,Manual,Petrol,Grey,SUV,3140,2388,2608
BV66BWN,2021-04-28,excellent,4.5,60000,1,full,Peugeot,308,Manual,Diesel,Silver,Hatchback,4476,5000,4653
B16WYC,2021-04-28,good,7.3,65000,3,partial,Mercedes-Benz,C Class,Automatic,Petrol,Silver,Saloon,5820,5574,5734
RHZ5996,2021-04-28,average,7.6,80000,1,partial,Suzuki,SX4 S-Cross,Manual,Diesel,Grey,SUV,3251,2665,2679
LT15UDH,2021-04-28,good,6.1,69500,2,none,Mazda,Mazda3,Manual,Petrol,Blue,Hatchback,5310,5080,5029
NA14XYH,2021-04-28,average,6.9,110000,1,partial,BMW,3 Series,Automatic,Diesel,White,Saloon,5030,5312,5264
LT09PFV,2021-04-28,poor,11.8,50000,3,partial,Vauxhall,Corsa,Manual,Petrol,Gold,Hatchback,1017,619,728
DP10BZC,2021-04-28,average,10.8,87000,3,partial,Vauxhall,Astra,Manual,Petrol,Grey,Hatchback,1096,862,1081
S10NAN,2021-04-28,good,6.3,72500,1,partial,Mazda,Mazda6,Manual,Diesel,Black,Saloon,5425,5056,5029
VO14LPF,2021-04-28,average,7.1,84000,3,partial,Nissan,Note,Manual,Diesel,Black,Hatchback,2473,2343,2256
CP64FGM,2021-04-28,average,6.2,96500,2,partial,Volkswagen,Golf,Manual,Diesel,Grey,Hatchback,5262,4747,5029
H3VFX,2021-04-28,good,5.8,67000,2,full,Mercedes-Benz,C Class,Automatic,Diesel,Black,Coupe,8103,7599,7238
NX06YVY,2021-04-28,poor,15.1,83000,3,partial,Renault,Clio,Manual,Petrol,Red,Hatchback,247,428,258
AD10CYE,2021-04-28,good,10.8,70000,2,full,Volkswagen,Fox,Manual,Petrol,Grey,Hatchback,627,706,869
GF12UYP,2021-04-28,good,8.9,87000,2,full,Lexus,CT 200h,Automatic,Petrol Hybrid,White,Hatchback,4961,4403,4512
SA14UMO,2021-04-28,poor,7.1,61000,1,partial,Nissan,Juke,Manual,Diesel,Red,SUV,4252,3395,3313
CV07KPA,2021-04-28,poor,14.2,45000,1,partial,Ford,Fiesta,Manual,Petrol,Purple,Hatchback,1340,860,752
MM14UDN,2021-04-28,good,6.8,114000,1,full,Nissan,Qashqai,Manual,Diesel,White,SUV,5062,4403,5123
FV12MVF,2021-04-28,average,9,119700,1,partial,Volkswagen,Passat,Manual,Diesel,Silver,Estate,2452,2048,2115
YK11WKR,2021-04-28,poor,10.1,111111,2,partial,MINI,Hatch,Manual,Diesel,Black,Hatchback,1351,1408,1128
FJ61VKV,2021-04-28,good,9.5,151000,1,full,BMW,3 Series,Manual,Diesel,White,Saloon,1267,1392,1786
VE13GVF,2021-04-28,poor,7.9,63500,1,full,Nissan,Note,Manual,Petrol,White,Hatchback,2145,1614,1856
RV62ZPU,2021-04-28,good,8.7,72000,1,full,Honda,Civic,Manual,Petrol,Brown,Hatchback,3486,3449,3266
DG61NPE,2021-04-28,good,9.6,46000,1,full,Ford,Fiesta,Automatic,Petrol,Red,Hatchback,3954,3926,3619
ET16URV,2021-04-28,good,4.8,61000,1,partial,Ford,Fiesta,Manual,Diesel,Red,Hatchback,4657,5252,4183
PJ10SVP,2021-04-28,excellent,11,113600,4,full,BMW,3 Series,Automatic,Petrol,Black,Coupe,4161,4225,3290
LB63FKP,2021-04-28,average,7.2,46000,1,full,Vauxhall,Meriva,Manual,Petrol,Blue,MPV,2740,2197,2162
KN61FGM,2021-04-28,average,9.5,100012,1,partial,Volkswagen,Polo,Manual,Petrol,Grey,Hatchback,1850,1657,1809
NY11YWH,2021-04-28,poor,9.8,161300,2,partial,Mercedes-Benz,E Class,Automatic,Diesel,Black,Saloon,3173,2548,2538
RO13HHD,2021-04-28,poor,8,55000,2,partial,Renault,Clio,Manual,Diesel,Red,Hatchback,3485,2484,2420
CV56UJG,2021-04-28,average,14.6,93000,2,partial,Hyundai,Santa Fe,Manual,Diesel,Silver,SUV,1958,1080,1410
V4VAV,2021-04-28,excellent,7.1,60000,2,full,Mercedes-Benz,C Class,Automatic,Diesel,Grey,Saloon,6783,6815,6533
YC17WOU,2021-04-28,good,4,66000,2,full,BMW,4 Series,Manual,Diesel,Black,Coupe,11891,11425,10669
HV15ZCN,2021-04-28,excellent,6,68000,3,partial,Mercedes-Benz,C Class,Manual,Diesel,Silver,Saloon,10130,10625,9306
KC56VAD,2021-04-28,poor,14.4,168000,4,none,Audi,A3,Manual,Diesel,Blue,Hatchback,150,542,517
E14BNX,2021-04-28,good,7.4,76000,3,partial,SEAT,Leon,Manual,Diesel,White,Hatchback,3842,3422,4324
WU13CZN,2021-04-28,good,8.1,37300,1,full,Mercedes-Benz,A Class,Automatic,Petrol,Blue,Hatchback,7704,7742,7050
P4DKY,2021-04-28,excellent,4.1,84123,1,full,Jaguar,XE,Automatic,Diesel,Blue,Saloon,9856,10000,9682
HJ58KRK,2021-04-28,poor,12.6,99000,2,none,Vauxhall,Zafira,Automatic,Petrol,Silver,MPV,953,677,658
GV58DXE,2021-04-28,good,12.4,74451,4,partial,Mercedes-Benz,M Class,Automatic,Diesel,Black,SUV,5407,4575,4042
WN64ZXD,2021-04-28,good,6.5,84600,3,full,BMW,4 Series,Automatic,Diesel,Grey,Coupe,9645,10180,8836
J18ERX,2021-04-28,good,9.1,105000,1,full,Land Rover,Freelander 2,Manual,Diesel,White,SUV,5671,5462,5687
SF16BBH,2021-04-28,good,4.9,42000,0,full,Vauxhall,Corsa,Manual,Petrol,White,Hatchback,3777,3926,3760
MV10HWE,2021-04-28,poor,11.2,75000,1,none,Ford,Fiesta,Manual,Petrol,Blue,Hatchback,1900,1511,1410
KM57GFO,2021-04-28,good,13.5,88000,4,partial,Mazda,Mazda2,Manual,Petrol,Green,Hatchback,579,540,634
KP10VEL,2021-04-28,good,11,75000,1,partial,Mercedes-Benz,C Class,Automatic,Diesel,Blue,Saloon,3886,3850,3525
CE60MWJ,2021-04-28,good,10.4,77360,1,full,Renault,Megane,Manual,Petrol,Silver,Hatchback,1190,858,1316
SA10EHJ,2021-04-28,average,11.2,87000,4,none,Kia,Sportage,Manual,Petrol,Black,SUV,1247,826,916
KT10VJN,2021-04-28,good,11.2,63000,1,full,Ford,Focus,Manual,Petrol,Silver,Hatchback,2026,1748,2021
DG13YHP,2021-04-28,good,8.1,98000,2,full,BMW,5 Series,Automatic,Diesel,White,Saloon,5784,5048,5264
HY13VTA,2021-04-28,good,8.1,75600,2,full,Volkswagen,up!,Manual,Petrol,Blue,Hatchback,1583,1213,1598
NJ11JKZ,2021-04-28,poor,10.2,101300,2,partial,Mazda,Mazda3,Manual,Petrol,Blue,Hatchback,1998,1394,1292
NL60WOY,2021-04-28,good,10.6,78000,3,full,Vauxhall,Corsa,Manual,Petrol,Red,Hatchback,941,551,799
KM62UYG,2021-04-28,good,8.4,107000,3,full,Mercedes-Benz,E Class,Automatic,Diesel,Silver,Estate,5788,4582,4841
BV12WXL,2021-04-28,average,9.2,51000,1,partial,Kia,Sportage,Automatic,Diesel,Silver,SUV,6934,6041,6063
S222JAE,2021-04-28,good,13.2,80000,2,partial,Vauxhall,Corsa,Manual,Petrol,Black,Hatchback,556,627,705
KM61SXA,2021-04-28,average,9.2,55000,0,full,Ford,Fiesta,Manual,Petrol,Blue,Hatchback,2848,2806,2397
WJ60WWR,2021-04-28,good,10.6,68864,1,full,Ford,Fiesta,Manual,Petrol,Black,Hatchback,2130,1875,2068
SD11XZL,2021-04-28,average,10,56500,2,full,Peugeot,107,Manual,Petrol,Silver,Hatchback,1182,885,940
LL09XXZ,2021-04-28,average,11.8,70000,2,full,Toyota,Yaris,Manual,Petrol,Red,Hatchback,1264,925,1104
BV61TCY,2021-04-28,average,9.7,68000,3,full,Citroen,C3,Automatic,Petrol,Beige,Hatchback,2094,1570,1668
MV57MTO,2021-04-28,poor,13.7,126700,1,none,Ford,Fiesta,Manual,Petrol,Silver,Hatchback,150,176,188
BX65WPR,2021-04-28,good,5.7,61234,1,full,Mercedes-Benz,C Class,Automatic,Diesel,Blue,Saloon,11895,11420,10622
GF10VYE,2021-04-28,poor,11,47132,2,none,Ford,Focus,Automatic,Petrol,Silver,Hatchback,2863,2085,1927
WP61YRZ,2021-04-28,poor,9.3,70000,2,full,Ford,Fiesta,Manual,Petrol,Black,Hatchback,2193,1378,1410
DG09HMO,2021-04-28,average,12.2,122000,4,partial,Honda,Civic,Manual,Diesel,Grey,Hatchback,843,617,752
YP62KNY,2021-04-28,average,8.5,43000,2,full,Hyundai,i20,Manual,Petrol,White,Hatchback,2632,2055,2326
EY13YMT,2021-04-28,good,8.1,73100,3,full,Ford,Kuga,Manual,Diesel,White,SUV,6317,5944,5170
PN09XEJ,2021-04-28,good,12.1,160000,3,partial,Nissan,Qashqai,Manual,Diesel,Beige,Hatchback,581,770,822
HV62EDO,2021-04-28,poor,8.6,73000,2,partial,Vauxhall,Corsa,Manual,Petrol,Blue,Hatchback,1430,1069,987
EA63AZB,2021-04-28,excellent,7.3,65000,2,full,Audi,A5,Automatic,Diesel,Grey,Coupe,11904,11500,10810
YC62ETE,2021-04-28,good,8.5,42000,1,partial,MINI,Hatch,Manual,Petrol,Red,Hatchback,4184,3926,3736
HG11LTO,2021-04-28,good,9.9,30000,0,full,Fiat,500,Manual,Petrol,Blue,Hatchback,2526,2535,2467
BT15FOJ,2021-04-28,excellent,5.9,65000,1,full,Volkswagen,Golf,Manual,Diesel,Red,Hatchback,9930,11000,9212
WM59FAA,2021-04-28,average,11.3,70000,3,partial,Mercedes-Benz,CLC Class,Automatic,Diesel,Black,Coupe,2980,2263,2326
FH12DFZ,2021-04-28,poor,8.8,93092,2,partial,Vauxhall,Zafira,Manual,Petrol,Grey,MPV,1481,940,1010
PS09PDS,2021-04-28,good,11.8,43700,1,partial,BMW,3 Series,Automatic,Petrol,Blue,Convertible,6043,6974,6063
WJ64EUH,2021-04-28,excellent,6.6,74000,2,full,Volkswagen,Polo,Manual,Petrol,Black,Hatchback,3841,4200,3995
YP59XPE,2021-04-28,average,11.4,60000,3,partial,MINI,Hatch,Manual,Petrol,Red,Hatchback,1837,1294,1551
MA11PSZ,2021-04-28,poor,10,128000,1,full,Kia,Sportage,Manual,Diesel,Black,SUV,2950,2405,2021
WN10HLF,2021-04-28,average,11,118500,1,partial,BMW,3 Series,Manual,Diesel,Black,Saloon,2619,2042,2209
SV11XJA,2021-04-28,poor,9.8,117000,2,partial,Subaru,Forester,Manual,Diesel,Blue,SUV,2186,1858,1574
DN15WRU,2021-04-28,average,5.9,47000,2,full,Vauxhall,Astra,Manual,Petrol,Black,Hatchback,3810,3752,3384
FJ11LHL,2021-04-28,average,9.9,120000,3,partial,SKODA,Octavia,Manual,Diesel,Silver,Hatchback,1722,1421,1433
PO14YNV,2021-04-28,average,7.1,60000,0,full,Suzuki,Alto,Manual,Petrol,Red,Hatchback,1370,1266,1222
SD15OOY,2021-04-28,good,6,84000,3,full,BMW,3 Series,Manual,Diesel,Blue,Saloon,7319,6956,6956
S55TTE,2021-04-28,good,11.7,71000,2,partial,SEAT,Leon,Manual,Diesel,Grey,Hatchback,3251,2600,2726
WR06AYO,2021-04-28,poor,14.9,137850,4,partial,Hyundai,Santa Fe,Manual,Diesel,Blue,SUV,704,600,681
HV11ZKM,2021-04-28,average,10.1,120000,3,partial,Mazda,Mazda6,Manual,Diesel,Red,Estate,881,771,940
SK63CNJ,2021-04-28,good,7.6,55000,2,partial,Volkswagen,up!,Manual,Petrol,Black,Hatchback,2308,1749,2303
BG65NWD,2021-04-28,good,5.5,81717,1,full,Volvo,XC60,Automatic,Diesel,White,SUV,10285,9650,9306
J1EEW,2021-04-28,average,8.2,98000,1,full,Land Rover,Freelander 2,Manual,Diesel,Black,SUV,6525,5449,5499
WM14RDV,2021-04-28,good,6.8,50000,1,partial,Ford,Fiesta,Manual,Petrol,White,Hatchback,3680,3764,3830
WG65NUO,2021-04-28,good,5.6,57000,2,partial,Peugeot,308,Manual,Diesel,Red,Hatchback,3913,3685,3760
SH12TUO,2021-04-28,average,9,74000,2,none,Vauxhall,Corsa,Manual,Petrol,Silver,Hatchback,1414,966,1222
