,,,,,,,
VRM,PurchaseDate,SaleDate,Mileage,GradeatAuction,TradeValuation2,SalePrice,Sale_TradeValuation2
GF11YJD,2021-05-08,2021-06-01,80936,4,3000,2650,88.30%
FD09TZV,2021-05-08,2021-06-01,84923,4,1900,1925,101.30%
SF60MDY,2021-05-08,2021-06-03,61760,3,3375,3500,103.70%
YP61KRJ,2021-05-08,2021-06-03,107092,4,1550,1500,96.80%
PFZ1489,2021-05-08,2021-06-10,59886,3,4150,4350,104.80%
YD59FBA,2021-05-08,2021-06-21,81152,3,1375,1200,87.30%
DN61PGO,2021-05-08,2021-05-20,95010,4,1300,1000,76.90%
MJ58KMO,2021-05-08,2021-05-24,96886,4,1400,1225,87.50%
MT57XYP,2021-05-08,2021-06-01,106276,4,590,475,80.50%
EK13GTU,2021-05-08,2021-06-07,119373,2,3650,3600,98.60%
NU08UNG,2021-05-08,2021-06-10,79547,4,2175,1800,82.80%
MA64CPU,2021-05-09,2021-05-27,75900,3,5000,5400,108.00%
LG60MSX,2021-05-09,2021-05-24,35700,3,3950,4000,101.30%
YM62ATV,2021-05-09,2021-05-27,39031,3,2725,2700,99.10%
MA63NYN,2021-05-09,2021-06-03,54638,2,6125,6850,111.80%
KW07HTN,2021-05-09,2021-05-27,105183,4,480,350,72.90%
FD13OEH,2021-05-09,2021-05-27,58558,4,3625,3950,109.00%
RE62ATF,2021-05-09,2021-06-03,43382,4,3575,3050,85.30%
LS11XEU,2021-05-09,2021-06-21,25622,3,2425,2450,101.00%
KM05HPN,2021-05-09,2021-06-10,57014,4,2375,3400,143.20%
AF14ETR,2021-05-09,2021-05-27,50830,4,2975,3150,105.90%
FN12OGT,2021-05-09,2021-05-27,80508,3,2200,2350,106.80%
YT08VRP,2021-05-09,2021-06-03,28176,3,2575,2850,110.70%
CA59UPC,2021-05-09,2021-06-07,103204,3,6075,7600,125.10%
NU58PUH,2021-05-09,2021-05-27,62300,4,1275,1250,98.00%
LO13XLV,2021-05-09,2021-06-01,41088,5,2675,2000,74.80%
KM09OKV,2021-05-09,2021-06-01,116156,4,2300,2100,91.30%
BV60CNK,2021-05-09,2021-05-27,118548,3,2850,3300,115.80%
KT65SXA,2021-05-09,2021-06-10,36795,2,4400,4950,112.50%
CE64SBV,2021-05-09,2021-06-01,57502,3,4275,4150,97.10%
FY58NKU,2021-05-09,2021-06-03,54912,4,2175,2000,92.00%
HG12ASU,2021-05-09,2021-06-14,72523,4,1450,1175,81.00%
LS60NSN,2021-05-09,2021-06-01,78900,3,3675,3700,100.70%
EO63UTU,2021-05-09,2021-05-27,70893,4,3650,2800,76.70%
LV08OWD,2021-05-10,2021-06-01,57005,4,800,900,112.50%
GD14FNC,2021-05-10,2021-06-07,69781,2,7925,8400,106.00%
OU57HFE,2021-05-10,2021-06-21,69207,4,880,650,73.90%
WJ11YKU,2021-05-10,2021-06-07,80596,3,3425,3500,102.20%
MJ12ORV,2021-05-10,2021-06-07,105620,3,2425,2300,94.80%
VA11TSY,2021-05-10,2021-06-17,131799,4,2500,2050,82.00%
RA08VYL,2021-05-10,2021-06-14,114573,4,1750,1500,85.70%
VU62URW,2021-05-10,2021-05-27,144498,3,1375,1200,87.30%
WL62EWP,2021-05-10,2021-06-01,82526,,4950,5200,105.10%
SV13RGX,2021-05-10,2021-06-01,62431,5,5200,4000,76.90%
MK62YHV,2021-05-10,2021-06-03,103527,3,9800,10100,103.10%
YX13UWS,2021-05-10,2021-06-01,47114,2,2575,3650,141.70%
BJ12VLT,2021-05-10,2021-06-21,124770,3,7300,6950,95.20%
GK62BVN,2021-05-10,2021-06-04,50976,,12300,10850,88.20%
NX60XBL,2021-05-10,2021-06-03,120239,3,5050,4950,98.00%
RJ13XFS,2021-05-10,2021-06-01,72675,3,3575,3900,109.10%
NL12BWC,2021-05-10,2021-06-10,79844,3,1450,1250,86.20%
KU05LFK,2021-05-10,2021-06-01,128326,4,960,700,72.90%
DG62ZZM,2021-05-10,2021-06-03,32315,3,2575,2500,97.10%
CA09HXY,2021-05-10,2021-06-03,94291,4,1800,1500,83.30%
WF09YCR,2021-05-10,2021-07-01,114740,3,780,975,125.00%
OV15AWW,2021-05-11,2021-06-07,104639,4,8000,6900,86.30%
SA12NKM,2021-05-11,2021-06-10,90118,3,2925,2950,100.90%
KP60ZVB,2021-05-11,2021-06-21,73460,4,4000,4500,112.50%
CX61UXU,2021-05-11,2021-06-08,73207,,1625,1800,110.80%
KN11MFZ,2021-05-11,2021-06-03,108552,4,3750,3700,98.70%
MW10OCO,2021-05-11,2021-06-24,75432,4,930,850,91.40%
WN07EXA,2021-05-11,2021-06-07,57813,4,610,425,69.70%
HG09ZFM,2021-05-11,2021-06-03,96191,4,1725,1500,87.00%
YY60UAT,2021-05-11,2021-06-10,60379,4,3050,2700,88.50%
RO13YGE,2021-05-11,2021-06-01,49459,2,3900,4250,109.00%
VU13OEL,2021-05-11,2021-06-28,69183,3,5950,6200,104.20%
WK64UPE,2021-05-11,2021-06-01,63365,2,3700,3850,104.10%
YD62XGV,2021-05-11,2021-06-07,91445,4,4325,4000,92.50%
FG14AYU,2021-05-11,2021-05-27,75084,3,7425,8000,107.70%
PE60XPH,2021-05-11,2021-06-24,77701,4,1050,700,66.70%
AJ11HBB,2021-05-11,2021-06-28,103904,3,5025,4800,95.50%
LX63CFN,2021-05-11,2021-06-01,39921,3,6650,7000,105.30%
KS58ZTV,2021-05-11,2021-06-01,88003,5,960,525,54.70%
MJ61VHA,2021-05-11,2021-06-24,58821,2,8575,9200,107.30%
PN59MZZ,2021-05-11,2021-06-03,94593,4,3925,3700,94.30%
LN60YHZ,2021-05-11,2021-06-21,39815,4,2125,2050,96.50%
YF58PZD,2021-05-12,2021-06-01,61703,3,970,1025,105.70%
CK12CZZ,2021-05-12,2021-06-03,49980,4,1925,1600,83.10%
VE56XCD,2021-05-12,2021-05-27,71062,4,780,400,51.30%
FP12HMA,2021-05-12,2021-06-03,170408,3,1375,1250,90.90%
MV62VME,2021-05-12,2021-06-01,58706,4,2300,2050,89.10%
GK10BCU,2021-05-12,2021-06-03,93798,4,3950,3600,91.10%
FH62NSJ,2021-05-12,2021-06-10,60632,3,3750,3550,94.70%
RX63OHL,2021-05-12,2021-06-08,92371,,2900,2800,96.60%
GL57TWF,2021-05-12,2021-06-03,141931,3,2800,2700,96.40%
HV12OZM,2021-05-12,2021-06-28,74706,2,2050,1900,92.70%
MF10JWD,2021-05-12,2021-06-07,80494,4,2475,2300,92.90%
FV62AHJ,2021-05-12,2021-06-03,50790,3,3150,3050,96.80%
VU59LSY,2021-05-12,2021-05-27,103734,4,1925,1775,92.20%
KN60UYF,2021-05-12,2021-06-21,84371,3,5450,5700,104.60%
WU58UYK,2021-05-12,2021-06-10,47019,4,2000,1850,92.50%
VK13GGU,2021-05-12,2021-05-27,148337,3,5800,5450,94.00%
SA61YTF,2021-05-12,2021-06-10,30577,3,1275,1100,86.30%
AK64MMF,2021-05-12,2021-06-03,37647,3,3375,3500,103.70%
HG60XZU,2021-05-12,2021-06-14,53179,4,940,1075,114.40%
FG65MZD,2021-05-12,2021-06-03,82206,3,4575,4850,106.00%
VA11CVZ,2021-05-12,2021-07-01,75630,4,1675,1500,89.60%
LL11NAA,2021-05-12,2021-06-03,99529,4,1525,1250,82.00%
NL13FLN,2021-05-12,2021-06-10,47641,3,3900,4550,116.70%
HV11TWP,2021-05-12,2021-06-03,85492,4,1300,1050,80.80%
WJ63DGF,2021-05-12,2021-06-03,29695,3,5400,5750,106.50%
DG61GVJ,2021-05-13,2021-06-17,107380,3,4325,4400,101.70%
RE14NUW,2021-05-13,2021-06-03,94286,3,7575,7750,102.30%
BJ11EMV,2021-05-13,2021-06-14,124499,4,4375,3950,90.30%
LR59UFT,2021-05-13,2021-06-03,54564,3,2025,1950,96.30%
SD60UVU,2021-05-13,2021-06-07,127673,4,1475,1200,81.40%
YB07KRD,2021-05-13,2021-06-14,73205,5,1475,1025,69.50%
YD64OHO,2021-05-13,2021-06-03,82220,3,5825,5700,97.90%
AY63VEL,2021-05-13,2021-06-07,51577,3,2975,3000,100.80%
PJ10MYL,2021-05-13,2021-06-28,70916,3,2075,1900,91.60%
FY13YHG,2021-05-13,2021-06-24,89795,4,2300,1400,60.90%
VO10SYA,2021-05-13,2021-06-03,81128,4,2850,2700,94.70%
GJ60LRZ,2021-05-13,2021-06-07,57587,3,3325,3375,101.50%
HG60AZD,2021-05-13,2021-06-10,30976,4,4225,3800,89.90%
LS58OLB,2021-05-13,2021-06-10,45033,4,1875,1600,85.30%
AV08URK,2021-05-13,2021-06-24,68242,3,680,450,66.20%
KS14LWX,2021-05-13,2021-06-01,78636,3,11300,10800,95.60%
FH63ESG,2021-05-13,2021-06-03,58171,4,4675,5350,114.40%
WF62YPO,2021-05-13,2021-06-21,112129,4,6075,5650,93.00%
LV07BRF,2021-05-14,2021-06-07,91832,4,640,650,101.60%
LY08OPS,2021-05-14,2021-06-03,68160,4,2075,1800,86.70%
RF07UYC,2021-05-14,2021-06-01,57123,4,1850,1600,86.50%
SA62LWC,2021-05-14,2021-06-03,41738,4,2150,1700,79.10%
DK59YXW,2021-05-14,2021-06-03,79986,4,1450,1300,89.60%
YA62CFM,2021-05-14,2021-06-10,45714,2,7900,8200,103.80%
DN14ZKF,2021-05-14,2021-06-07,92797,4,3700,3300,89.20%
FL14UBS,2021-05-14,2021-06-03,97676,3,2125,2200,103.50%
LN65ORU,2021-05-14,2021-05-29,78993,,5150,5200,101.00%
VO11ZJN,2021-05-14,2021-06-07,45781,4,3775,3800,100.70%
SG62JYR,2021-05-14,2021-06-03,40573,2,6275,6600,105.20%
DE61GKC,2021-05-14,2021-06-10,49650,4,1400,1175,83.90%
AD12AOR,2021-05-14,2021-06-01,72968,2,4225,4550,107.70%
EO63RVR,2021-05-14,2021-06-07,72956,3,5100,5800,113.70%
OE08VRF,2021-05-14,2021-06-07,92404,5,1175,800,68.10%
HV56VDY,2021-05-14,2021-05-27,53013,3,1400,1425,101.80%
KY59FYU,2021-05-14,2021-06-07,56258,4,5350,4600,86.00%
SL63GUW,2021-05-14,2021-06-03,63633,4,2450,2250,91.80%
GF07PXU,2021-05-14,2021-06-07,82797,4,460,275,59.80%
SA13UZD,2021-05-14,2021-06-07,62497,3,3925,4350,110.80%
OV56SZR,2021-05-14,2021-06-24,94655,4,670,125,18.70%
HW15JZV,2021-05-14,2021-06-03,61671,4,2950,2700,91.50%
LC59MKL,2021-05-14,2021-06-07,75403,4,2600,2150,82.70%
SL62GWC,2021-05-14,2021-06-03,68125,4,6025,5200,86.30%
RJ63VJN,2021-05-14,2021-06-03,62742,4,3175,2900,91.30%
BF61ZFP,2021-05-14,2021-06-24,102213,4,4100,3300,80.50%
FG08YWA,2021-05-14,2021-06-24,72743,5,920,375,40.80%
YK07VFO,2021-05-15,2021-06-03,69116,5,3950,4650,117.70%
LB13GMG,2021-05-15,2021-06-21,68267,3,4425,4800,108.50%
GU62GPF,2021-05-15,2021-06-21,60114,2,7325,7600,103.80%
KX64XCN,2021-05-15,2021-06-07,86965,2,6425,7200,112.10%
HN62WCJ,2021-05-15,2021-06-07,82747,3,1700,1675,98.50%
FV60NKT,2021-05-15,2021-06-10,96966,4,2900,2500,86.20%
GF08PGO,2021-05-15,2021-06-01,48291,3,1275,1200,94.10%
KV60LWE,2021-05-15,2021-06-17,103100,4,690,425,61.60%
VU63EER,2021-05-15,2021-06-01,68445,2,3300,3650,110.60%
YL14KWA,2021-05-15,2021-06-03,105114,4,6825,6700,98.20%
LG56NEO,2021-05-15,2021-06-03,86785,4,940,750,79.80%
AK11JNO,2021-05-15,2021-06-03,84704,4,1900,1750,92.10%
HJ08KNC,2021-05-15,2021-06-14,79013,4,970,975,100.50%
RJ64UJZ,2021-05-15,2021-06-04,61746,,3475,3600,103.60%
EA59NDK,2021-05-15,2021-06-14,58104,3,3875,4000,103.20%
FL10JGX,2021-05-16,2021-06-03,63647,4,1800,2000,111.10%
YH63XXO,2021-05-16,2021-06-01,26072,2,3775,3750,99.30%
LR60BVF,2021-05-16,2021-06-03,62127,4,4350,3900,89.60%
LG10CWD,2021-05-16,2021-06-07,65404,4,2025,2450,121.00%
BG63PNE,2021-05-16,2021-06-17,102523,3,2850,2900,101.80%
WK07ZSP,2021-05-16,2021-06-28,94767,4,600,225,37.50%
KM06FKU,2021-05-16,2021-06-17,106499,4,1225,725,59.20%
DS14VSD,2021-05-16,2021-07-01,93814,2,4025,4500,111.80%
CK59XNT,2021-05-16,2021-06-14,47181,4,960,750,78.10%
FV11AWR,2021-05-16,2021-06-03,69668,4,1850,2200,118.90%
FX13SFE,2021-05-16,2021-06-03,50765,3,3800,4350,114.50%
WR16WWK,2021-05-16,2021-06-14,74881,3,10150,10850,106.90%
WU07JZW,2021-05-16,2021-06-21,91075,4,730,725,99.30%
MT12ZGH,2021-05-16,2021-06-01,38788,2,2325,3400,146.20%
GK63DRO,2021-05-16,2021-06-07,87578,4,2900,3350,115.50%
LN12WBL,2021-05-16,2021-06-07,108355,4,4025,3550,88.20%
DG10URY,2021-05-16,2021-06-07,94226,4,1875,1950,104.00%
FN06SZF,2021-05-16,2021-06-07,56778,5,3425,3000,87.60%
VE64BFA,2021-05-16,2021-06-24,104452,3,4850,3350,69.10%
FG12KGF,2021-05-17,2021-06-28,92116,3,4850,5150,106.20%
MM12BKO,2021-05-17,2021-06-11,73636,,1675,1800,107.50%
ND60TWU,2021-05-17,2021-06-03,118105,3,2725,2650,97.20%
SG14YKM,2021-05-17,2021-06-17,119631,4,2025,1375,67.90%
WD14UUE,2021-05-17,2021-06-07,91058,3,2600,2400,92.30%
SE65HFV,2021-05-17,2021-06-03,109716,4,3400,3000,88.20%
FD12TFU,2021-05-17,2021-06-07,85918,4,3500,3175,90.70%
HX64ZGK,2021-05-17,2021-06-10,21380,2,3925,4500,114.60%
EX57EZT,2021-05-17,2021-06-14,60714,4,2000,2000,100.00%
LD09WVE,2021-05-17,2021-06-14,49744,4,2900,3600,124.10%
GU13AUJ,2021-05-17,2021-06-21,35128,3,6375,6450,101.20%
Y77BAB,2021-05-17,2021-06-03,57433,4,2650,2250,84.90%
LB62YVN,2021-05-17,2021-06-21,81652,2,9300,9700,104.30%
HT16ZGM,2021-05-17,2021-06-14,78894,4,8900,7400,83.10%
NL14KXS,2021-05-17,2021-06-03,69061,3,2350,2500,106.40%
YY57ETR,2021-05-17,2021-06-03,119941,3,490,500,102.00%
KU12YBO,2021-05-17,2021-06-07,83056,3,1725,1825,105.80%
NM07UBT,2021-05-17,2021-06-10,117878,4,1425,1050,73.70%
VA07VZL,2021-05-18,2021-06-28,92270,4,950,725,76.30%
MF13WDZ,2021-05-18,2021-06-07,58006,2,4175,4500,107.80%
KW12WGP,2021-05-18,2021-06-07,49357,3,1825,2000,109.60%
DG59SWX,2021-05-18,2021-07-01,154706,3,2475,2350,94.90%
DN12HZU,2021-05-18,2021-06-24,77896,3,3225,4150,128.70%
YY10UJJ,2021-05-18,2021-06-24,43381,4,1225,900,73.50%
FD62BBO,2021-05-18,2021-06-03,124106,3,2350,2750,117.00%
PK60XEF,2021-05-18,2021-06-14,48904,4,1950,1675,85.90%
PF10JXK,2021-05-18,2021-06-28,49343,3,2000,2000,100.00%
BN10ZJZ,2021-05-18,2021-06-17,92585,3,1125,900,80.00%
MT63TLO,2021-05-18,2021-06-03,97153,2,11800,12300,104.20%
CV10WDR,2021-05-18,2021-06-28,66311,4,2350,2100,89.40%
HG61JXT,2021-05-19,2021-06-17,55976,4,4400,4400,100.00%
DG10OKS,2021-05-19,2021-06-07,71077,3,2150,2150,100.00%
EA64PXT,2021-05-19,2021-06-03,85251,2,5025,5550,110.40%
SG63ZFR,2021-05-19,2021-06-03,65993,3,4000,4400,110.00%
EU14SNY,2021-05-19,2021-06-03,35387,3,2400,2800,116.70%
KM62DMF,2021-05-19,2021-06-07,51997,4,3775,3300,87.40%
CX13UPF,2021-05-19,2021-06-24,60670,4,3725,3625,97.30%
LS14RFF,2021-05-19,2021-06-14,84479,3,2125,2200,103.50%
NA66ECX,2021-05-19,2021-06-03,72373,2,25500,26800,105.10%
PE62YTL,2021-05-19,2021-06-03,51983,5,2250,1700,75.60%
NX62WTW,2021-05-19,2021-06-03,67658,2,3700,3900,105.40%
KM15FJC,2021-05-19,2021-06-07,80973,2,5350,5400,100.90%
K1OKH,2021-05-19,2021-07-01,96766,4,550,525,95.50%
RJ11ODG,2021-05-19,2021-06-07,66749,3,3750,4125,110.00%
PE13DFX,2021-05-19,2021-06-10,42213,3,6350,6400,100.80%
MT60EPX,2021-05-19,2021-06-24,55784,4,1950,1350,69.20%
RJ14GWN,2021-05-19,2021-06-07,79034,2,1825,2100,115.10%
FV12SXH,2021-05-20,2021-06-10,69238,2,11100,11900,107.20%
CA07EES,2021-05-20,2021-06-07,88240,4,800,650,81.30%
ML10FLA,2021-05-20,2021-06-10,65788,4,1650,1950,118.20%
SM61ZCY,2021-05-20,2021-06-21,77150,4,1375,1300,94.50%
GV61HMK,2021-05-20,2021-06-14,58011,5,2750,2050,74.50%
DV11DKF,2021-05-20,2021-06-10,96176,4,1625,1475,90.80%
MT11WLB,2021-05-20,2021-06-28,55462,3,5150,5350,103.90%
VK08BHL,2021-05-20,2021-06-10,105411,4,2700,2550,94.40%
NL11GHA,2021-05-20,2021-06-10,75264,4,3250,3400,104.60%
SP58VZX,2021-05-20,2021-06-10,71472,4,5450,4700,86.20%
OE09UNK,2021-05-20,2021-06-21,82597,4,2775,2500,90.10%
SX15FPJ,2021-05-20,2021-06-24,92172,3,4625,5400,116.80%
BU06LBN,2021-05-20,2021-06-03,88205,4,590,500,84.70%
FT62FRD,2021-05-20,2021-06-10,65151,4,2800,2400,85.70%
SY10WHM,2021-05-20,2021-06-17,62726,4,2275,1900,83.50%
SR14BXE,2021-05-20,2021-06-24,82825,3,4375,5350,122.30%
LX63HKN,2021-05-21,2021-06-17,63990,4,4125,4000,97.00%
AF63JYK,2021-05-21,2021-06-24,80336,4,5300,4500,84.90%
FE63RZP,2021-05-21,2021-07-01,31379,3,5925,5800,97.90%
DV10SZG,2021-05-21,2021-06-24,58541,4,1175,1000,85.10%
YE59XHH,2021-05-21,2021-06-10,102505,4,5525,5200,94.10%
AJ10ZNW,2021-05-21,2021-06-24,95022,4,2025,1375,67.90%
CP11UJW,2021-05-21,2021-07-05,112335,3,3925,3500,89.20%
SD15XPK,2021-05-21,2021-06-14,62443,3,2775,2800,100.90%
SN13VHU,2021-05-21,2021-06-10,91900,2,2850,3050,107.00%
WL12FXB,2021-05-21,2021-06-24,99922,4,1475,1050,71.20%
DU64RYO,2021-05-21,2021-06-14,102987,,4625,4750,102.70%
CP11UJW,2021-05-21,2021-06-24,112334,3,3600,3250,90.30%
VN10FDY,2021-05-21,2021-06-28,91335,3,730,625,85.60%
AO60AYP,2021-05-21,2021-06-14,53361,3,2000,2050,102.50%
SM62EXA,2021-05-21,2021-07-01,67848,4,3300,2750,83.30%
GF09MDZ,2021-05-21,2021-06-24,48304,4,2675,2500,93.50%
EF13DBX,2021-05-21,2021-06-17,47928,2,7975,9100,114.10%
WU09JHH,2021-05-21,2021-06-10,150943,3,4225,4050,95.90%
RE59CCK,2021-05-21,2021-06-21,107165,4,1775,1800,101.40%
EJ13KZD,2021-05-21,2021-06-28,68370,4,4075,3050,74.80%
ND60KHP,2021-05-21,2021-06-07,80313,3,3275,3650,111.50%
DA06YHX,2021-05-21,2021-06-28,95314,4,520,500,96.20%
FP11CZL,2021-05-21,2021-06-07,123678,3,4150,4400,106.00%
CV59OYJ,2021-05-21,2021-06-21,65502,4,1750,1700,97.10%
WA61LVK,2021-05-22,2021-06-07,125278,2,6250,6350,101.60%
CV59EEU,2021-05-22,2021-06-17,145780,4,1450,1300,89.60%
MV09ZDT,2021-05-22,2021-06-24,99732,4,640,300,46.90%
WR56TXD,2021-05-22,2021-06-21,75474,3,1200,2500,208.30%
GY10HXX,2021-05-22,2021-06-14,49275,3,2200,2700,122.70%
PX10XKW,2021-05-22,2021-06-24,80938,4,2075,1150,55.40%
ML09BSZ,2021-05-22,2021-06-14,129338,5,870,600,69.00%
PK08KZG,2021-05-22,2021-06-24,74646,5,1050,850,81.00%
GU11EHN,2021-05-22,2021-06-24,48730,4,2950,2800,94.90%
EK06WFF,2021-05-22,2021-06-24,114575,4,530,300,56.60%
YB13EKN,2021-05-22,2021-06-17,28239,2,5200,5700,109.60%
BN63PEO,2021-05-22,2021-06-14,77980,5,2225,1700,76.40%
AV61SKE,2021-05-22,2021-06-21,64730,4,5025,4700,93.50%
VH09HAY,2021-05-22,2021-06-22,148712,,2375,1500,63.10%
VU62VNJ,2021-05-22,2021-06-07,55274,3,2125,2750,129.40%
NC08TGE,2021-05-22,2021-06-24,58494,3,1825,1500,82.20%
GM15XDW,2021-05-22,2021-06-14,34918,3,3100,3800,122.60%
BT60WBZ,2021-05-22,2021-06-28,51003,4,2325,2350,101.10%
MX10XPB,2021-05-22,2021-06-21,88758,4,5450,5750,105.50%
FG61YNJ,2021-05-22,2021-06-10,75429,4,1225,1350,110.20%
WA15YZS,2021-05-22,2021-06-28,98328,2,6700,7000,104.50%
MT61PUY,2021-05-22,2021-06-28,85037,2,2325,2050,88.20%
LC62WRO,2021-05-23,2021-06-07,54972,3,9725,9750,100.30%
MJ13DMV,2021-05-23,2021-06-07,38680,3,3875,3850,99.40%
OY64MZJ,2021-05-23,2021-07-05,109472,2,5825,6400,109.90%
SL12WNT,2021-05-23,2021-06-10,75623,3,2750,2750,100.00%
LC09LCA,2021-05-23,2021-06-28,124513,5,2050,1100,53.70%
YW64FFD,2021-05-23,2021-06-17,72740,2,7025,8250,117.40%
LN12RUV,2021-05-23,2021-06-28,92048,4,7375,7050,95.60%
HN61DPO,2021-05-23,2021-06-21,72028,4,2850,2850,100.00%
YK14VJE,2021-05-23,2021-06-24,114949,2,8875,8900,100.30%
NC58WUW,2021-05-23,2021-06-07,71057,5,1175,800,68.10%
KS58CXZ,2021-05-23,2021-06-24,75628,4,1625,1550,95.40%
BK11JXX,2021-05-23,2021-06-14,142400,3,1225,1250,102.00%
CP61OSD,2021-05-23,2021-06-17,81036,4,2150,2000,93.00%
OY08OBU,2021-05-23,2021-06-21,117930,4,4175,3950,94.60%
SV10ZLK,2021-05-23,2021-06-17,60096,4,8050,8100,100.60%
NA63KRE,2021-05-23,2021-06-24,43440,4,3025,2300,76.00%
GN10PNV,2021-05-23,2021-06-14,71665,3,8850,10600,119.80%
SO59XCV,2021-05-23,2021-06-17,84510,3,9250,8850,95.70%
TJZ9212,2021-05-23,2021-07-05,133679,4,1775,1500,84.50%
LV10HHE,2021-05-24,2021-06-14,91109,4,1000,1050,105.00%
PJ10OCE,2021-05-24,2021-07-01,31609,4,3225,2850,88.40%
SW12CDN,2021-05-24,2021-06-21,81975,,1525,1150,75.40%
EN56OUO,2021-05-24,2021-06-07,140929,4,1250,1025,82.00%
FE11EDR,2021-05-24,2021-06-21,53213,3,2450,2950,120.40%
DV64UYO,2021-05-24,2021-06-14,82940,2,5800,6400,110.30%
RK59OYE,2021-05-24,2021-06-14,68470,4,2475,2200,88.90%
CK13GPF,2021-05-24,2021-06-08,64065,,3050,2500,82.00%
HN12FVS,2021-05-24,2021-06-21,69569,4,2425,2100,86.60%
DE13JYP,2021-05-24,2021-06-14,73429,4,5400,5100,94.40%
KN10ZFG,2021-05-24,2021-06-24,93594,1,720,650,90.30%
LG13SOE,2021-05-24,2021-06-21,40069,3,3675,4050,110.20%
SK13VRL,2021-05-24,2021-06-24,41559,3,3000,4350,145.00%
ST11FYO,2021-05-24,2021-06-24,65001,3,4725,5100,107.90%
OY12ZXN,2021-05-24,2021-06-24,102097,4,7250,8150,112.40%
LL62TVX,2021-05-24,2021-06-07,93390,4,2425,2600,107.20%
SL63HGZ,2021-05-24,2021-07-05,64729,,7325,7250,99.00%
CY13JUJ,2021-05-24,2021-06-24,104942,4,5225,4600,88.00%
NU60DZA,2021-05-25,2021-06-17,82041,3,990,1350,136.40%
GF58JFZ,2021-05-25,2021-06-14,58420,4,1450,1800,124.10%
WU62XLO,2021-05-25,2021-06-21,72491,3,5500,5800,105.50%
FY61JAU,2021-05-25,2021-07-05,75528,4,1400,1850,132.10%
ND10AYH,2021-05-25,2021-06-28,156184,3,1775,1350,76.10%
SV62XAU,2021-05-25,2021-06-17,78591,3,5225,5250,100.50%
MA62ONE,2021-05-25,2021-06-17,34767,4,2900,2650,91.40%
BJ10FDY,2021-05-25,2021-06-10,85222,4,1000,800,80.00%
MK12ZCJ,2021-05-25,2021-06-15,57924,,4200,3800,90.50%
AK56GPZ,2021-05-25,2021-06-21,84441,4,800,600,75.00%
CV09PUO,2021-05-25,2021-06-24,65944,4,1075,750,69.80%
LC60VGO,2021-05-25,2021-06-28,120483,4,1675,1050,62.70%
GU57NHV,2021-05-25,2021-06-21,81951,4,1200,1125,93.80%
YR15NNB,2021-05-25,2021-06-21,117824,4,4175,3850,92.20%
YR62PWU,2021-05-25,2021-06-24,57551,3,3125,3550,113.60%
YF16SVY,2021-05-25,2021-07-01,76392,4,8050,8300,103.10%
YR60ENX,2021-05-25,2021-06-21,109990,4,1025,975,95.10%
WP63VXO,2021-05-25,2021-06-17,57201,3,3875,4250,109.70%
LC63OKM,2021-05-25,2021-06-21,47189,3,9350,9700,103.70%
LD13GYT,2021-05-26,2021-06-24,67274,3,4800,4500,93.80%
CA59DVT,2021-05-26,2021-06-21,20480,4,2725,2450,89.90%
LS61TYU,2021-05-26,2021-06-21,86082,3,5400,5700,105.60%
SM63GXL,2021-05-26,2021-06-17,95420,4,2300,2800,121.70%
RF62MYS,2021-05-26,2021-06-28,78100,2,6025,5800,96.30%
FL08ZSU,2021-05-26,2021-06-21,103083,4,640,450,70.30%
HK59EKN,2021-05-26,2021-06-21,72188,4,950,850,89.50%
AK60ZZE,2021-05-26,2021-06-21,52513,4,10150,11500,113.30%
DS60LZP,2021-05-26,2021-06-28,64745,4,1875,1700,90.70%
KY61NCV,2021-05-26,2021-06-24,64929,2,13900,13800,99.30%
KY58YKK,2021-05-26,2021-06-24,103628,3,2825,2600,92.00%
FT13PHU,2021-05-26,2021-06-21,54645,4,3200,3400,106.30%
LC60EEP,2021-05-26,2021-06-21,83307,3,5225,5200,99.50%
PF06JSZ,2021-05-26,2021-06-24,65746,4,820,625,76.20%
RO59JKV,2021-05-26,2021-06-21,60378,4,4550,5450,119.80%
DF12AVG,2021-05-26,2021-06-28,127125,4,1375,1000,72.70%
KP62BFZ,2021-05-27,2021-06-10,37527,3,6975,6850,98.20%
YB09YJC,2021-05-27,2021-06-17,86027,4,2075,1850,89.10%
GL59JKK,2021-05-27,2021-06-14,53694,4,1550,1400,90.30%
DY11BXA,2021-05-27,2021-06-17,91975,4,1950,1400,71.80%
VK12RPZ,2021-05-27,2021-06-21,91615,5,4175,3300,79.00%
LY57NLP,2021-05-27,2021-06-28,58191,3,5175,5200,100.50%
BV13GBY,2021-05-27,2021-06-24,32885,3,3750,3750,100.00%
YY09TLN,2021-05-27,2021-06-21,128655,4,770,550,71.40%
PO11XRW,2021-05-27,2021-06-17,106292,4,2200,1900,86.40%
YM11CLY,2021-05-27,2021-06-28,35995,4,3800,3400,89.50%
SL63GWC,2021-05-27,2021-06-24,39840,2,2450,3100,126.50%
GY62AEL,2021-05-27,2021-06-17,76672,3,3225,3400,105.40%
BK63NKO,2021-05-27,2021-06-17,42566,2,3875,4250,109.70%
EK11GKL,2021-05-28,2021-06-21,54229,4,4125,4000,97.00%
GV06LMU,2021-05-28,2021-06-24,128933,4,1900,1350,71.10%
PJ63XEF,2021-05-28,2021-06-28,93664,2,6550,6400,97.70%
